description	level_1
TL-2414 ST筷盒組-18cm(袋)	鍋具.廚具.濾水
(熱銷好評不斷!) [ GO!HOME ] 速效除水垢噴霧 500ml(＊熱銷十萬瓶好評不斷＊　十年水垢也沒問題_有感體驗無效退費:2瓶 免運+除水垢海綿(大)X1  送(小)X1 [平均$400/瓶])(拆開計費) #968	美容沐浴
屏東三地門土芒果130g	其他消費
貝恩-經典護手霜/50ml	美容沐浴
馬卡龍色系2022跨年桌曆(中)-黃色	生活百貨
好穿顯瘦露單肩輕飄柔膚長洋	服飾與配件精品
Binggrae香�	生活百貨
(加購)芝初 胡麻拌麵醬原味(30g×6包入/盒)	食品雜貨
晨光嚴選土司(吐司) 370g	餐飲消費
精選豪華壽司/20貫	餐飲消費
唐鑫75%酒精500ML	居家清潔
375 OPT綺想世界每日拋棄式彩色隱形眼鏡10片裝-灰藍	美容沐浴
統一拉麵道博多豚骨(袋)94g(	泡麵罐頭
【限時-買6送2】全家清潔1片就夠	書籍
蔥爆羊肉鍋	食品雜貨
吉士漢堡	餐飲消費
透抽定食	餐飲消費
Na1/2襪	服飾與配件精品
FILA 1/2女襪	服飾與配件精品
拉麵沙拉	食品雜貨
維齊蒸爽機腿犬罐-能量免疫力80G	寵物
巧巴達 鯷魚 鹽之花奶油	食品雜貨
破布子金目鱸魚	其他消費
定-煎餃	冷凍食品
代收代付 - 【撞色款~側翻皮套】SONY Z5 Premium E6853 掀蓋皮套 側掀皮套 手	3C電子/配件
磁力燈光滾珠軌道	戶外休閒
UTM.R/B軟膠公仔-剃刀迪瑪迦	生活百貨
凱撒培根炙烤雞肉	寵物
肉鬆蛋	餐飲消費
Snow Peak 鈦金屬單層杯 300L	生活百貨
經典奶-大	嬰幼兒與孕婦
靖貓罐起司	寵物
RITZ麗滋餅乾100G	零食點心
【SPeed-快速出貨】 發光掏耳棒 發光掏耳棒 耳夾套組 發光耳勺 挖耳杓 耳屎夾 耳屎 耳朵	其他消費
金萱安尚烏龍150g	飲料沖泡
紅5號/花生珍珠芋圓	零食點心
成人餐消費	餐飲消費
【順安】一條根舒緩按摩霜5入組	美容沐浴
【滿額免運】單入 汽車 椅縫 椅座縫隙收納盒 車用椅縫置物盒 防止物滑落到椅縫 手機袋 非 衛星導航 【RR005】	傢俱寢飾
良.OT1113烤盤專用毛刷	戶外休閒
武當壽麵線單束240g-箱*15入	食品雜貨
【積木城】玩沙玩水多功能兒童學齡前桌椅組(兒童家具)	傢俱寢飾
+護那酷涼液原	其他消費
11-1528 04/C75	3C電子/配件
52269011 牛仔長袖襯衫-女 (淺藍 - S)	服飾與配件精品
4971910231449【日本mt和紙膠帶】mt for PACK ‧票券	戶外休閒
相思年糕-紅豆(真空)	食品雜貨
紅威仕	食品雜貨
打蠟海綿【小麥購物】24H出貨台灣現貨【Y013】打蠟海綿 洗車用品 擦鞋 鍍膜海綿 泡棉 海綿 打蠟 洗車 清潔 車	生活百貨
[福伯] 小農自產 200粒裝 SGS檢驗合格  紅薑黃 紅薑黃粉 紅薑黃膠囊  薑黃  薑黃粉 促進代謝 薑黃膠囊	食品雜貨
550花花公子38日拋彩片10入-黑	美容沐浴
芝士芋芋	生鮮冷藏
,DM貓用門閂把手掛式蝴蝶逗貓玩具	寵物
統一純喫茶-綠茶 650ml 2021-03-14 d0hh-cw81	生鮮冷藏
時間管理	書籍
日方保美膠囊VBB60粒	食品雜貨
【中六格收納掛袋】衣物掛袋 衣櫃收納袋 置物袋 衣櫥掛袋	傢俱寢飾
冰涼蜜香紅茶	飲料沖泡
專業顧問費	交通
200-艾蕾珀38日拋彩片10入-金色搖滾	美容沐浴
吐司6條	生鮮冷藏
字遊食光二手書餐館兌換券	其他消費
海味貓罐-鮪魚+牛肉170G	寵物
【HP】CE322A 原廠黃色碳粉匣	3C電子/配件
原木色長方禮物盒(3)60	生活百貨
禮物袋15	生活百貨
味丹竹炭礦泉水*1500ml 合	飲料沖泡
純瓜芋圓	生鮮冷藏
香料烤雞飯	食品雜貨
薑蓉	食品雜貨
Plado 御膳起司拉麵(單包) 22/02/27	泡麵罐頭
香茅月桂茶	飲料沖泡
香濃物語-小魚乾雞肉捲	寵物
熱飲杯	戶外休閒
E0075	生活百貨
兼吉無籽干梅	零食點心
リングスター × BEAMS JAPAN / 別注 購物籃 S	其他消費
英中筆譯01：基礎翻譯理論與技巧	書籍
雜誌.書籍(免稅)	生活百貨
珍藏普洱茶	飲料沖泡
爆笑科學王05：精神前進太陽系	書籍
紅安心蛋	生鮮冷藏
小西點	餐飲消費
焦糖純粹霜淇淋	零食點心
Ｕｍｅｅ優酷企鵝水杯　２４０ｍｌ　深灰色	生活百貨
MFi編織高速充電線組【Apple 蘋果】AirPods 藍芽耳機 2019款 搭配有線充電盒(MV7N2TA/A)	3C電子/配件
漏斗星星糖14g	鍋具.廚具.濾水
代收代付 - 韓國 No Brand 炸醬麵 (單包入) 135g 炸醬拉麵 炸醬 泡麵 韓國泡麵	泡麵罐頭
白石 小單頭	戶外休閒
起司牛肉軟法	寵物
520竹炭水330ML*24入	飲料沖泡
加值套餐	餐飲消費
【Blade】iphone7 6 plus 2米 Lightning傳輸線 現貨 當天出貨 充電線 手機充電 送2線套	3C電子/配件
HITACHI日立 日本製原裝加濕型空氣清淨機UDP-K110	大型家電/視聽影音
隨機騙局：潛藏在生活與市場中的機率陷阱	書籍
35元可樂果(酷辣)*12入	零食點心
【沒有臭】超級潔牙去味組	寵物
山農冬瓜茶	飲料沖泡
802641@豆干堡#1(專)/份	生鮮冷藏
京鼎樓兌換券	大型家電/視聽影音
G5ULCL3-W1504女款配色輕薄防風口袋衣-紫紅色	服飾與配件精品
【虎揚Life+】生命膠囊 貓用生命膠囊 60粒/盒 犬用 貓用 鱉丹 爆毛丹 甲魚蛋 營養保健－寵物CEO	寵物
薔薇草莓松露巧克力	零食點心
盛香珍腰果100g	零食點心
自動塑膠擦-白桿黃芯	生活百貨
寶馬牌波紋錐形濾杯2-4人	生活百貨
OPP袋 09.0*13 CM	生活百貨
鑲蔥脆皮肥腸	生鮮冷藏
07573325NS	3C電子/配件
白玉抹茶紅豆菠蘿	生鮮冷藏
黃金酷辣雞腿排	零食點心
黑松FIN健康補給飲料 580ml 2021-05-30 bbc7-po6w	飲料沖泡
香料雞胸餐盒	鍋具.廚具.濾水
【現貨 免運費 24H出貨】輕便式迷你黑膠扁柄防曬傘 摺疊傘 雨傘 黑膠傘 晴雨傘 自動摺疊雨傘 折疊傘 太陽傘	服飾與配件精品
Scallop*2-LN	其他消費
【味旅嚴選】｜薰衣草｜花草茶系列｜50g	飲料沖泡
代收-艾瑪絲5α捷利爾頭皮淨化液(2%)260ml	美容沐浴
汽車百貨超防曬鋁膜車罩	交通
厚切生吐司(原味)(95%)	生鮮冷藏
停車繳費(AMC0791)	交通
代收-Pure5.5-修身超彈中腰女三角褲-粉嫩橘 (商品編號：V0700344)	服飾與配件精品
CARECASE Switch 遊戲卡盒 12入卡匣收纳盒	3C電子/配件
50元新貴派(白巧克力)118g/20包	零食點心
寶礦力水得 900ml 2021-09-11 m9tt-22vn	飲料沖泡
韓國兒童車枕 兒童頸枕 護頸枕 U型枕 安睡枕 汽車安全座椅頭部固定靠枕 嬰兒 寶寶 頭部固定枕【優優嚴選】	傢俱寢飾
12 Months @688	食品雜貨
【CS22】一次性獨立包裝馬桶坐墊紙-100片(馬桶坐墊紙/馬桶座墊紙)	其他消費
甜菊	其他消費
川味滷牛腱	生鮮冷藏
妙管家洗衣粉柔軟	居家清潔
龍膽清肉片250g	生鮮冷藏
妙製海蜇	生鮮冷藏
Ｅ.性感加分！換上比基尼也乾乾淨淨 商品體驗券$799	其他消費
飛馬A細粉純黑胡椒30g	食品雜貨
｛新品結帳再享95折｝Natural自然系厚植絨吸水防滑地墊	其他消費
奇美70入熟鮮肉水餃*10入	冷凍食品
白鐵快接環-8MM	生活百貨
COX SB-01磁性白板擦	生活百貨
生活特工立體壓縮	傢俱寢飾
5#絨布彩金自粘方貼-福	生活百貨
冬冬—冬瓜紅茶	飲料沖泡
Sundown日落恩賜 高單位葉黃素20mg軟膠囊(30粒/瓶)	食品雜貨
APJ Natural Parts & Shikishi/	3C電子/配件
代收--兩款-正版蠟筆小新環保購物袋 Eco Bag 摺疊收納購物袋 小袋子 包包 手提袋【AS1091219】Unicorn	鍋具.廚具.濾水
綠點藏_懷汝牡丹八瓣盌-粉青	生活百貨
FT 磁鐵掛勾	生活百貨
賀氏蝴蝶切洋芋片醋酸	零食點心
精細絲平口褲(藍XL	服飾與配件精品
375晶碩彩色月拋樂森林系列1片裝敲敲狐蒙-栗褐	其他消費
武士刀眉筆 橡棕	美容沐浴
DoMiss歐膩V領排釦寬鬆針織衫-4色(現貨)	服飾與配件精品
蜜蘋抹綠	其他消費
蜂蜜拿鐵(加購	餐飲消費
(停產)小夥伴筆芯C-點心	生活百貨
INTOPIC 真無線藍牙耳麥 型號:JAZZ-TWE02	3C電子/配件
『免運』可調式鞋架 24H出貨 台灣現貨【33購物】【A325】塑膠鞋架 收納架 鞋架 鞋櫃 櫥櫃 收納 簡易鞋子收納架	傢俱寢飾
女童梭織服裝:INDIGO MUD:5YRS	服飾與配件精品
代收-雙扣側拼接黑色彈力窄管褲-eFashion 預【P12309188】	服飾與配件精品
可本哈根咖啡餐點	其他消費
有柄不銹鋼濾網	鍋具.廚具.濾水
義美牛奶蛋捲	零食點心
招待-楊枝甘露(位)(加購)	食品雜貨
(8折回購優惠)新人維特BC組	食品雜貨
【三能 Sanneng】絲紋打蛋盆(22cm)	鍋具.廚具.濾水
幫寶適一級幫M52片/4B	嬰幼兒與孕婦
雷諾瓦	其他消費
69元冰塊耳環A45-36	鍋具.廚具.濾水
[Banana Store] 現貨 韓國境內版 辛拉麵 韓國辛拉麵 5入 韓國拉麵	泡麵罐頭
青衣清肉	生鮮冷藏
鳳梨冰沙(L)	餐飲消費
七選二肉品	餐飲消費
水槽Y三通	生活百貨
限定色款 LOJEL C-F1627 CUBO 前開擴充箱 26吋 灰色	生活百貨
GL ABR Oil Serum set	3C電子/配件
DFPEN49-4 迪士尼大三角自動鉛筆 禾誠	生活百貨
051381911591【Aura cacia】美國原裝進口 葡萄柚原萃精油(15mL)	其他消費
中 珍珠豆奶紅茶	飲料沖泡
旅行立體壓縮袋(L)2入46*42^24cm	傢俱寢飾
可趣新生兒禮盒	戶外休閒
美式咖啡 2021-06-29 u1pe-5lv9	飲料沖泡
精品麻布袋	餐飲消費
600綺芙莉彩色月拋隱形眼鏡 原宿巧克 1片裝	美容沐浴
福星鈣磷粉1LB	寵物
慶陽不織布素材包15x15cm豔陽黃	其他消費
尼龍束帶160*2.5mm白100入	生活百貨
仿土雞切塊	生鮮冷藏
輝葉 方塊健身車HY-20152-科技藍	小家電專區
污魯沐潔日式金蔥刷	其他消費
車用窗戶清潔濕巾	居家清潔
冰淇淋紅茶XL	飲料沖泡
鐵藝單格牙刷架【小麥購物】24H出貨台灣現貨【Y682】牙刷架 牙刷置物架 牙刷掛架 掛架 黏貼式置物架 收納	生活百貨
Orijen渴望室內低鎂貓5.45kg/284541	寵物
麒麟淡麗啤酒350ml	菸/酒
喜年來小蛋餅超值盒	零食點心
CARTECH 擋風玻璃雨刷清潔劑	交通
嗨啾袋裝－綜合	零食點心
【韓國Heimish】All in one淨顏卸妝膏120ml	美容沐浴
大元麻糬10入	零食點心
證件套(大)	生活百貨
226274@美國紅地球葡萄/KG	零食點心
日正優質糖粉250g*12入	食品雜貨
【台灣現貨】黏貼式不鏽鋼移動滑輪4入裝 360°移動滾輪 不鏽鋼輪子 置物架移動 箱子移動滑輪 黏貼移動器『勾汪雜貨舖』	傢俱寢飾
富比世排名富豪認可的極簡流工作筆記術：只用3本筆記和2支筆就能完美應付顧客需求	書籍
日式輕焙綠茶M	飲料沖泡
履歷百香果/袋	生鮮冷藏
半罩式貓砂盆 S	寵物
泰式奶茶冰沙	餐飲消費
印泥(小)-草綠 GN006-06A	生活百貨
蔥花蛋餅	餐飲消費
【Mammut 長毛象】Convey Tour HS Hooded Jacket 防風防水連帽外套 桃紅/糖果粉 女款 #1010-26022	服飾與配件精品
25K上翻空白筆記柑仔店	生活百貨
美式咖啡 (冰 )	餐飲消費
Uber Eats 三人餐 Uber Eats Sharing Meal for Three	餐飲消費
橙香巧克冰淇淋鬆餅	餐飲消費
【小週末小確幸-3入組】蜜桃芒果+季節口味+經典口味(甜心萌主️安啾咪️聯名)	餐飲消費
露華濃水潤晶漾唇膏 008水漾蜜桃	美容沐浴
短毛黃金鼠	寵物
【韓國昌信生活】SENSE廚房萬用保鮮罐 9件組	鍋具.廚具.濾水
K＆K 燻貝柱50G	其他消費
哥倫比亞 薇拉-中冰	餐飲消費
蔻蘿蘭養髮洗髮精400ML	美容沐浴
The Secret祕密(免稅)	書籍
撒隆巴斯-愛(大)40入	其他消費
BOB螺絲通心麵500g	食品雜貨
麗芝士起司威化餅200G	零食點心
F6清炒水蓮-素	食品雜貨
廠14-Estee Lauder特潤超導全方位修護露(小棕瓶)-100ML/瓶	美容沐浴
【DF 生活館】皮爾卡登室內室外浴室萬用抗滑超輕拖鞋-親子款	居家傢俱
新美孚四行程機油	交通
【NICOH】電動冷熱奶泡機(NK-NP02)	小家電專區
烤雞肉串便當	戶外休閒
香蒜.厚片	餐飲消費
代收-【德國活粒適】陽光活力組-維生素D3(15ml) 1入+K2(15ml) 1入 贈橄欖萃取膠囊40粒 (限量50份)	其他消費
Vintage Filter Lighter Brush	3C電子/配件
南老師數學測驗卷2上	書籍
Manual Lymphatic Drainage Massage Certificate Course	3C電子/配件
麻辣米血(FB)(川)	食品雜貨
MG-30 30mm彩色圓形磁鐵(5入) COX	生活百貨
【Neutrogena露得清】海灘終極防護防曬隔離乳SPF 50+ PA+++(198ml)	美容沐浴
(熱)美式咖啡(中杯)	飲料沖泡
2人份組合 2021-05-29 tofv-mme4	戶外休閒
愛之味妞妞黑八寶	零食點心
"very miss rabbit""4"""	生活百貨
【囍瑞 BIOES】歐真有機第一道特級冷壓橄欖油 (750ml)(超取最多2罐)	食品雜貨
彈力帶	戶外休閒
東鳩皮卡丘六角盒巧克力餅23G	零食點心
21AP 奇蹟活源大滿貫組(PRE)	食品雜貨
香禾錫蘭紅茶	飲料沖泡
《台灣快速出貨附發票》無痕砧板掛勾 無痕掛無痕砧板架砧板收納架無痕掛鉤無痕砧板架置物架不鏽鋼掛勾	鍋具.廚具.濾水
ASICS||運動休閒用品	戶外休閒
【含稅附發票】 羅技 G300s G102 G304 G402 台灣公司貨 電競滑鼠 腳本滑鼠 遊戲滑鼠	3C電子/配件
1617-225K田字硬筆練習簿 (2)	生活百貨
統一拉麵道博多白湯-包	泡麵罐頭
西洋音樂百科全書(7)-二十世紀音樂 上	書籍
單點 鯖魚	泡麵罐頭
179#3層翻蓋迷你抽屜	生活百貨
科學麵38g5包	泡麵罐頭
B17 蕾絲內褲-黑色XL	服飾與配件精品
HP W2092A(119A) 黃色碳粉匣-網	3C電子/配件
美國柳丁	生鮮冷藏
foodpanda A餐 2021-07-13 j5af-vq6r	餐飲消費
重量級1.5公斤勻體呼拉圈(P027-270)	戶外休閒
生鮮冷凍品一批(2298033)	其他消費
逸湘齋	其他消費
【NIKE 耐吉】Wmns Air Max 97/270 React 女鞋 氣墊 舒適 避震 2色單一價 CT1904100(CU9333100)	服飾與配件精品
【WELLY】Canon LP-E6 / LPE6N 高容量防爆相機鋰電池	3C電子/配件
【Panasonic 國際牌★送烘罩】奈米水離子吹風機(EH-NA46-VP桃粉)	小家電專區
9789579054775飆股的思維(獨家收錄蕭明道5堂實戰教室)：賺不完的波段操作法	書籍
履歷綠竹筍(漢)	生鮮冷藏
代收-春裝新品SALE◆限量現貨◆PUFII-背心 可愛卡通小象墊肩無袖T恤背心-0617 現+預 夏【CP20591】	小家電專區
魔王學園的背叛者	書籍
毛寶新抗菌洗碗精3000ml	居家清潔
【ppark 寵物工園】環保紗-一般項圈(S-小型犬)	寵物
萬巒豬腳1.2KG	生鮮冷藏
軟陶創作之美	戶外休閒
代收-Biore蜜妮淨嫩沐浴乳優雅山茶花香淨亮保濕1000g	美容沐浴
貝恩嬰兒保養柔濕巾80抽x3包	嬰幼兒與孕婦
運動上衣	服飾與配件精品
LG Lip Sleeping Mask 4PS	3C電子/配件
茉莉布丁	餐飲消費
扇貝茶碗蒸 2021-06-13 l3gz-s8e0	寵物
生鮮冷凍品一批(2167625)	其他消費
Mod NX for iPhone 12 Pro Max 透明背板(客製)(寶可夢)	生活百貨
HITACHI日立12L負離子清淨除濕機 RD-240HG	大型家電/視聽影音
代收-天藍小舖-小文青質感皮革肩背/斜背包-共3色-$399【A15152541】	服飾與配件精品
綺維爾貓罐-鮪魚+蟹肉	寵物
盛田櫻花風味綠茶	飲料沖泡
生日卡25K-字賀	生活百貨
香雪小蒼蘭精粹香	其他消費
酥炸秋葵 Deep-Fried Okra	生鮮冷藏
愛維健	食品雜貨
公雞杯(附把/有洞)700cc	鍋具.廚具.濾水
(Line)CROWN皇冠鮮奶油鬆餅142g	零食點心
村祀 (2)	其他消費
國際鹼鈕計算機電池LR44	3C電子/配件
【公司貨】 Mentadent P 美達淨牙膏	美容沐浴
妙奇(鮪魚+蟹肉)	寵物
8210福字紅包袋3入	生活百貨
津津蘆荀汁	飲料沖泡
雙葉梅子 風味	其他消費
第01歡樂標-2598-韓國不倒翁金螃蟹海鮮拉麵(130g/4入) 199元	泡麵罐頭
CRV5內置延伸(銀B)	居家傢俱
--凍檸氣泡飲	其他消費
(HMY)HORIEN5℃天然蘇打水330mlx3箱(72瓶)+贈水禮盒(1組) -	其他消費
沛綠雅氣泡水330ml	飲料沖泡
榛果拿鐵冰砂	零食點心
【巴芙洛】升級加厚針織玉米粒彈力沙發套3人(玉米粒彈性沙發套/3人沙發套)	其他消費
壽司枕Premium麵包型	其他消費
摺出好腦力！趣味摺紙大全：從入門到進階 打造自己的小小樂園	書籍
運費35元	餐飲消費
0.38中性筆UM-151淡粉紅	生活百貨
T80956-簡約素面襯衫	服飾與配件精品
B.活菌豬五花	其他消費
5166百搭冠軍刷破長褲-黑-2L-官網	服飾與配件精品
台灣魚池紅茶(瓶)	飲料沖泡
【搬運工】韓國 CNP 黑頭粉刺清潔鼻貼 棉花棒 清潔棒	美容沐浴
金蘭－麻辣鍋底醬	食品雜貨
3M-乾洗潔膚液 236ML	美容沐浴
裝飾素材	季節飾品
令和成人醫療口罩(10入/盒)-祕密花園	居家清潔
海喬2號50ml噴霧分裝瓶	其他消費
杯麵!# 現貨! 野獸國 聖誕夜驚魂系列 迴力車 傑克禮物車 傑克棺材雪撬 烏基布基 零零 4款可選	其他消費
范氏肉圓生(北斗總店)兌換券	其他消費
食鹽無添加 柴魚片 CS-20	食品雜貨
日式飯糰 おむすび	餐飲消費
自然A3/20入資料簿-4版	生活百貨
【開立發票】不鏽鋼海綿收納架  台灣現貨 收納架 瀝水架 菜瓜布架 鍋蓋架 海綿瀝水架 掛勾 掛架 架子 海綿掛勾	鍋具.廚具.濾水
擦拭布 超高速魔力巾M 90*45*cm	其他消費
【Colgate 高露潔】全效-清淨薄荷牙膏150g 2入(雙鋅+精胺酸/口腔保健/8大功效)	美容沐浴
立冬	傢俱寢飾
濾心殼兩用拆裝板手(RO膜)	鍋具.廚具.濾水
SN2074水果條	零食點心
芒/柚/桃見高山青L	其他消費
Apple AirPods Pro with Wireless Charging Case	3C電子/配件
(童)小BABAY扣夾-領結#29	生活百貨
看圖猜成語(火眼金睛篇)	書籍
【收納職人】日式簡約省空間多功能內衣掛架/多層衣架/收納掛架	生活百貨
代收-星巴克黑復古女神馬克杯	鍋具.廚具.濾水
晶碩彩色日拋10片JHAKA恬漾金棕-400度	美容沐浴
TNO-munchkin(粉)不銹鋼學習叉匙組$240--缺	嬰幼兒與孕婦
金玉珍珠奶茶	飲料沖泡
快樂跑車餐	戶外休閒
ZAKKA相本20K-米	生活百貨
OsSwift汽座保護墊(附腳靠)	生活百貨
OT檸檬紅茶	飲料沖泡
加倍利菜瓜布（５入）　３Ｍ	居家清潔
免打孔 拖把架 無痕免釘 拖把置物架 無痕貼 收納架 掃把架 置物架 無痕強力貼拖把架 置物架收納架蓮蓬掛鉤無痕收納掛架	居家清潔
撒嬌HONEY(第1話)(2311751)	其他消費
康軒版 社會學習手冊5下	書籍
水果氣泡飲料	飲料沖泡
卡布奇諾100	餐飲消費
拿鐵(Latte)	食品雜貨
瑞春香玉筍  330g	泡麵罐頭
樂福台灣摺扇-6版	生活百貨
修格拉多多	餐飲消費
馬克杯造型寵物飲水機	寵物
【C.D.P 愛在普羅旺斯】頂級 薰香補充瓶300mL(3款任選)	其他消費
台酒三杯雞風味乾麵*30入	泡麵罐頭
美人莓醋飲／大	飲料沖泡
焦糖阿華田冰沙	餐飲消費
生鮮冷凍品一批(2425204)	其他消費
人氣炸物分享盤	餐飲消費
新樂園10號香	其他消費
迪士尼便利貼-大對話框 SPCI-0914	生活百貨
FK2526-86 萬用卡25K-點禮	生活百貨
白芝麻(5斤)	食品雜貨
M-6826汽車掛式薰香	交通
文青養成指南：臺灣文學史基本教材	書籍
甜甜蛋糕屋啟蒙積	戶外休閒
上山採藥 靈芝橄欖葉緊膚逆時乳液	美容沐浴
好菌多多-小	其他消費
台灣現貨毛巾架 置物架 收納架 掛鈎HOLD醋逼掛勾架 晾曬架 無痕貼B10	傢俱寢飾
